4.915254116058349609e-01,1.186440661549568176e-01,5.084745585918426514e-02,2.372881323099136353e-01,1.016949117183685303e-01
2.530864179134368896e-01,1.851851940155029297e-01,6.790123879909515381e-02,1.419753134250640869e-01,3.518518507480621338e-01
4.347826242446899414e-01,1.449275314807891846e-01,2.028985619544982910e-01,1.304347813129425049e-01,8.695652335882186890e-02
4.637681245803833008e-01,1.304347813129425049e-01,5.797101557254791260e-02,2.173913121223449707e-01,1.304347813129425049e-01
1.703296750783920288e-01,1.868131905794143677e-01,2.335164844989776611e-01,1.126373633742332458e-01,2.967033088207244873e-01
3.622047305107116699e-01,2.047244012355804443e-01,1.023622006177902222e-01,1.889763772487640381e-01,1.417322754859924316e-01
9.230769872665405273e-01,3.846153989434242249e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.846153989434242249e-02
4.629629552364349365e-01,5.555555596947669983e-02,2.222222238779067993e-01,1.296296268701553345e-01,1.296296268701553345e-01
4.814814925193786621e-01,5.555555596947669983e-02,1.111111119389533997e-01,2.592592537403106689e-01,9.259259700775146484e-02
1.275510191917419434e-01,2.346938699483871460e-01,1.377550959587097168e-01,3.622449040412902832e-01,1.377550959587097168e-01
3.068181872367858887e-01,1.477272808551788330e-01,1.590909063816070557e-01,3.295454680919647217e-01,5.681818351149559021e-02
3.503649532794952393e-01,1.459853947162628174e-01,2.335766404867172241e-01,1.459853947162628174e-01,1.240875869989395142e-01
1.777777820825576782e-01,1.283950656652450562e-01,4.197531193494796753e-02,4.666666984558105469e-01,1.851851940155029297e-01
2.500000000000000000e-01,1.785714328289031982e-01,7.142857462167739868e-02,3.928571641445159912e-01,1.071428656578063965e-01
6.610169410705566406e-01,1.016949117183685303e-01,1.355932205915451050e-01,8.474576473236083984e-02,1.694915257394313812e-02
4.666666984558105469e-01,0.000000000000000000e+00,4.000000357627868652e-01,6.666667014360427856e-02,6.666667014360427856e-02
1.454545408487319946e-01,1.545454561710357666e-01,1.818181760609149933e-02,5.999999642372131348e-01,8.181817829608917236e-02
1.955835968255996704e-01,1.955835968255996704e-01,1.388012617826461792e-01,3.154574334621429443e-01,1.545741409063339233e-01
6.111111044883728027e-01,8.333333581686019897e-02,1.111111119389533997e-01,5.555555596947669983e-02,1.388888955116271973e-01
8.599999547004699707e-01,1.999999955296516418e-02,3.999999910593032837e-02,5.999999865889549255e-02,1.999999955296516418e-02
7.835052162408828735e-02,1.896907240152359009e-01,3.752577602863311768e-01,1.546391844749450684e-01,2.020618617534637451e-01
4.367088675498962402e-01,2.025316506624221802e-01,6.329113990068435669e-02,1.708860844373703003e-01,1.265822798013687134e-01
3.505434989929199219e-01,1.875000000000000000e-01,4.076087102293968201e-02,2.418478280305862427e-01,1.793478280305862427e-01
1.475903540849685669e-01,1.265060156583786011e-01,1.626506000757217407e-01,2.620481848716735840e-01,3.012048006057739258e-01
2.530120313167572021e-01,3.132529854774475098e-01,2.409638464450836182e-02,3.253012001514434814e-01,8.433734625577926636e-02
4.285714626312255859e-01,1.269841343164443970e-01,4.761905223131179810e-02,2.857142984867095947e-01,1.111111193895339966e-01
1.962025314569473267e-01,1.265822798013687134e-01,3.924050629138946533e-01,1.582278460264205933e-01,1.265822798013687134e-01
3.877550959587097168e-01,6.122449040412902832e-02,0.000000000000000000e+00,4.081632494926452637e-01,1.428571343421936035e-01
3.333333432674407959e-01,1.313131302595138550e-01,1.717171669006347656e-01,1.313131302595138550e-01,2.323232293128967285e-01
3.783783912658691406e-01,1.351351439952850342e-01,6.756757199764251709e-02,2.207207232713699341e-01,1.981981992721557617e-01
2.786885201930999756e-01,3.278688341379165649e-02,2.295081913471221924e-01,2.950819432735443115e-01,1.639344096183776855e-01
3.372093141078948975e-01,1.279069781303405762e-01,2.790697813034057617e-01,9.883721172809600830e-02,1.569767445325851440e-01
2.142857313156127930e-01,2.142857313156127930e-01,1.904762089252471924e-01,2.301587462425231934e-01,1.507936567068099976e-01
1.791443824768066406e-01,2.727272808551788330e-01,1.731283515691757202e-01,1.450534760951995850e-01,2.299465239048004150e-01
1.834319531917572021e-01,1.952662765979766846e-01,9.467455744743347168e-02,3.313609361648559570e-01,1.952662765979766846e-01
4.460431635379791260e-01,2.446043193340301514e-01,2.302158325910568237e-01,1.438848953694105148e-02,6.474820524454116821e-02
4.418604671955108643e-01,1.162790656089782715e-01,2.325581386685371399e-02,2.325581312179565430e-01,1.860465109348297119e-01
2.706767022609710693e-01,1.578947454690933228e-01,1.278195530176162720e-01,2.556391060352325439e-01,1.879699230194091797e-01
3.921568691730499268e-01,1.666666716337203979e-01,2.941176667809486389e-02,2.843137383460998535e-01,1.274509876966476440e-01
1.948309987783432007e-01,2.405566424131393433e-01,1.033797189593315125e-01,2.604373693466186523e-01,2.007952183485031128e-01
5.185185074806213379e-01,9.876543283462524414e-02,1.604938209056854248e-01,1.481481492519378662e-01,7.407407462596893311e-02
1.097560971975326538e-01,1.951219439506530762e-01,2.073170691728591919e-01,2.926829159259796143e-01,1.951219439506530762e-01
4.328358173370361328e-01,1.044776067137718201e-01,1.492537278681993484e-02,3.582089543342590332e-01,8.955223858356475830e-02
4.029850661754608154e-01,1.194029822945594788e-01,1.194029822945594788e-01,1.194029822945594788e-01,2.388059645891189575e-01
9.708737581968307495e-02,2.384034395217895508e-01,1.941747516393661499e-01,2.286947071552276611e-01,2.416396886110305786e-01
7.109375000000000000e-01,5.468750000000000000e-02,4.687500000000000000e-02,1.250000000000000000e-01,6.250000000000000000e-02
5.833333134651184082e-01,1.666666716337203979e-01,8.333333581686019897e-02,1.111111119389533997e-01,5.555555596947669983e-02
5.476190447807312012e-01,1.785714328289031982e-01,9.523809701204299927e-02,1.428571492433547974e-01,3.571428731083869934e-02
4.791666865348815918e-01,1.458333432674407959e-01,4.166666790843009949e-02,1.250000000000000000e-01,2.083333432674407959e-01
3.163265287876129150e-01,1.173469349741935730e-01,1.173469349741935730e-01,2.704081535339355469e-01,1.785714179277420044e-01
2.393822371959686279e-01,1.776061803102493286e-01,3.204632997512817383e-01,1.389961391687393188e-01,1.235521212220191956e-01
4.861111044883728027e-01,1.666666716337203979e-01,1.805555522441864014e-01,8.333333581686019897e-02,8.333333581686019897e-02
3.799999952316284180e-01,1.599999964237213135e-01,1.599999964237213135e-01,2.399999946355819702e-01,5.999999865889549255e-02
3.194444477558135986e-01,2.777777910232543945e-01,1.250000000000000000e-01,1.805555522441864014e-01,9.722222387790679932e-02
1.221221238374710083e-01,2.252252250909805298e-01,2.012012004852294922e-01,2.212212234735488892e-01,2.302302271127700806e-01
3.333333134651184082e-01,1.205673739314079285e-01,7.092198729515075684e-02,2.482269406318664551e-01,2.269503474235534668e-01
1.334622800350189209e-01,1.779497116804122925e-01,2.572533786296844482e-01,2.050290256738662720e-01,2.263056188821792603e-01
1.172839552164077759e-01,9.259259700775146484e-02,1.172839552164077759e-01,4.382716119289398193e-01,2.345679104328155518e-01
2.477477490901947021e-01,1.576576679944992065e-01,1.126126125454902649e-01,2.590090036392211914e-01,2.229729741811752319e-01
4.126984477043151855e-01,1.428571492433547974e-01,1.746031790971755981e-01,3.174603357911109924e-02,2.380952537059783936e-01
4.932886064052581787e-01,1.442953050136566162e-01,7.382550090551376343e-02,1.979865729808807373e-01,9.060402959585189819e-02
1.800000071525573730e-01,2.266666740179061890e-01,1.400000005960464478e-01,2.666666805744171143e-01,1.866666674613952637e-01
6.250000000000000000e-01,1.875000000000000000e-01,9.375000000000000000e-02,0.000000000000000000e+00,9.375000000000000000e-02
2.695652246475219727e-01,2.000000029802322388e-01,6.086956709623336792e-02,3.130434751510620117e-01,1.565217375755310059e-01
3.271027803421020508e-01,8.411214500665664673e-02,1.401869058609008789e-01,2.710280418395996094e-01,1.775700896978378296e-01
3.571428656578063965e-01,1.250000000000000000e-01,8.928571641445159912e-02,1.607142984867095947e-01,2.678571641445159912e-01
2.845528423786163330e-01,1.747967451810836792e-01,1.219512149691581726e-01,1.747967451810836792e-01,2.439024299383163452e-01
3.708609342575073242e-01,1.125827804207801819e-01,2.516556382179260254e-01,9.271523356437683105e-02,1.721854358911514282e-01
4.102564156055450439e-01,7.692307978868484497e-02,4.102564156055450439e-01,0.000000000000000000e+00,1.025641039013862610e-01
7.013888955116271973e-01,8.333333581686019897e-02,4.166666790843009949e-02,6.944444775581359863e-02,1.041666641831398010e-01
4.769874215126037598e-01,9.623430669307708740e-02,1.046025082468986511e-01,1.213389113545417786e-01,2.008368074893951416e-01
4.680850803852081299e-01,1.489361673593521118e-01,1.063829734921455383e-01,1.276595741510391235e-01,1.489361673593521118e-01
4.767441749572753906e-01,1.162790656089782715e-01,1.046511605381965637e-01,1.511627882719039917e-01,1.511627882719039917e-01
1.887255012989044189e-01,2.892156839370727539e-01,1.446078419685363770e-01,2.058823555707931519e-01,1.715686321258544922e-01
2.264705896377563477e-01,3.235294222831726074e-01,1.735294163227081299e-01,1.058823540806770325e-01,1.705882400274276733e-01
5.555555820465087891e-01,8.024691045284271240e-02,1.913580298423767090e-01,8.024691045284271240e-02,9.259259700775146484e-02
2.722007632255554199e-01,2.084942013025283813e-01,2.297297269105911255e-01,9.266409277915954590e-02,1.969111859798431396e-01
1.259734332561492920e-01,3.371507227420806885e-01,2.139257937669754028e-01,1.131470501422882080e-01,2.098030298948287964e-01
2.314814776182174683e-01,2.938596606254577637e-01,1.593567281961441040e-01,1.939571201801300049e-01,1.213450282812118530e-01
2.307692468166351318e-01,3.076923191547393799e-01,2.500000000000000000e-01,8.653846383094787598e-02,1.250000000000000000e-01
1.250959336757659912e-01,3.445894122123718262e-01,1.780506521463394165e-01,1.603990793228149414e-01,1.918649226427078247e-01
2.538580298423767090e-01,3.317901194095611572e-01,1.419753134250640869e-01,1.597222238779067993e-01,1.126543208956718445e-01
2.514563202857971191e-01,2.650485634803771973e-01,1.601941734552383423e-01,1.699029207229614258e-01,1.533980667591094971e-01
2.226450890302658081e-01,3.016175031661987305e-01,2.131303548812866211e-01,1.018078029155731201e-01,1.607992351055145264e-01
3.037249445915222168e-01,2.091690599918365479e-01,1.604584604501724243e-01,1.404011547565460205e-01,1.862464249134063721e-01
1.786971837282180786e-01,3.679577410221099854e-01,1.470070332288742065e-01,1.302816867828369141e-01,1.760563403367996216e-01
3.735537230968475342e-01,8.595041185617446899e-02,2.165289223194122314e-01,1.520661115646362305e-01,1.719008237123489380e-01
3.717579245567321777e-01,2.295869290828704834e-01,2.007684856653213501e-01,7.396733760833740234e-02,1.239193081855773926e-01
